Pre-la-Joux: 6.7881017; 46.2332683!
Schweix: 7.5110517; 49.1284136!
Jussy-le Chateau: 6.2708258; 46.2375053!
Goumois: 6.9525284; 47.261602!
Schweighofen: 7.9957028; 49.0403225!
Hirschthal: 7.7542011; 49.0488359!
Hilst: 7.5290589; 49.1239225!
Epeisses: 5.9842061; 46.1686739!
Dietrichingen: 7.4148164; 49.1895435!
Metzerlen: 7.4658639; 47.4658442!
Roggenburg: 7.3376272; 47.4350352!
Grosssteinhausen: 7.4542847; 49.1912956!
Grossrosseln: 6.83536; 49.2038888!
Schonenbuch: 7.5020544; 47.5371674!
Breisach am Rhein: 7.5806123; 48.0291415!
Battwil: 7.507024; 47.490851!
Les Brenets: 6.7058982; 47.0677727!
Mariastein: 7.4900151; 47.476261!
Allschwil: 7.541198; 47.548185!
Le Cerneux-Pequignot: 6.666785; 47.013594!
Rodersdorf: 7.459462; 47.4821012!
La Rippe: 6.1507119; 46.3830663!
Kehl: 7.8111039; 48.5731509!
Bouville: 2.2678608; 48.4306006!
Bonvilliers: 2.2218534; 48.4214405!
Les Echines dessous: 6.7731992; 45.6326387!
Les Echines dessus: 6.7651895; 45.6336261!
Vulmix: 6.7524803; 45.6090071!
Montgirod: 6.7358211; 45.59168!
Couverclaz: 6.7207592; 45.5846241!
Picolard: 6.7132076; 45.5826369!
Montmery: 6.6859613; 45.5751525!
La Bergerie: 6.6791951; 45.5746028!
Le Villard: 6.6622795; 45.5620419!
Nadaillat: 3.033677; 45.6905148!
Rouillas-Bas: 3.0058942; 45.6702915!
Rouillas-Haut: 3.0103698; 45.6799459!
Le Drugeon: -1.4939388; 48.1821664!
La Malecotais: -1.4365953; 48.2040777!
Saint-Agne: 1.4513533; 43.5784419!
Saouzelong: 1.4574295; 43.580488!
La Cavale Blanche: -4.5237587; 48.3966448!
La Palue: -4.5415568; 48.2059586!
Saint-Hernot: -4.5296007; 48.2041577!
Lost Marc'h: -4.5464333; 48.2209269!
Morgat: -4.5052705; 48.2263236!
Montaudran: 1.4912453; 43.5745566!
Le Boulais: -1.526217; 48.1993924!
Le Clos Robert: -1.5971835; 48.2156659!
Souday: 0.8667516; 48.0368407!
Saint-Agil: 0.9280446; 48.0346875!
Woel: 5.7331396; 49.0385127!
Saint-Benoit-en-Woevre: 5.7879011; 48.9850725!
Beney-en-Woevre: 5.8275548; 48.9634383!
Thiaucourt-Regnieville: 5.8675157; 48.9544506!
Montauville: 6.0216784; 48.8995159!
Pannes: 5.8055822; 48.9331121!
Essey-et-Maizerais: 5.8145086; 48.9173216!
Flirey: 5.8436525; 48.8758936!
Bernecourt: 5.844721; 48.8428136!
Noviant-aux-Pres: 5.8809415; 48.8388593!
Manonville: 5.9137289; 48.8294808!
Domevre-en-Haye: 5.9307233; 48.8173878!
Tremblecourt: 5.9389631; 48.8063094!
Rosieres-en-Haye: 6.0031644; 48.7936454!
Les Sapins: -1.5282948; 48.2172704!
Le Bertaud: -1.5283526; 48.2194813!
Cite du 6 Avril: 1.4778661; 43.5818159!
L'Ormeau: 1.4833885; 43.5792527!
Chessy: 4.6229818; 45.8871851!
Lozanne: 4.683398; 45.8563065!
Le Vaudoue: 2.5219523; 48.3549785!
Larchant: 2.5960705; 48.2842874!
Saint Michel: -4.4800408; 48.3909659!
Saint-Marc: -4.4577483; 48.4003992!
La Hoube: 7.2699658; 48.6534426!
La Sacristie: 2.4467958; 42.6121966!
Villerach: 2.453641; 42.5941768!
Sombernon: 4.7096018; 47.3088909!
Echannay: 4.6777341; 47.2813834!
Sainte-Sabine: 4.6243667; 47.1914723!
Landrevarzec: -4.0567912; 48.0911918!
Edern: -3.977869; 48.1038595!
La Ferme Saint-Martin: 7.5045609; 47.7416677!
Videlles: 2.430361; 48.4641997!
Lauras: 2.9592665; 43.97167!
Tiergues: 2.9319934; 43.9893274!
Bournac: 2.7945449; 43.9813293!
Saint Simon: 1.3775962; 43.5590481!
Lardenne: 1.3825745; 43.5838279!
La Barigoude: 1.3714165; 43.5902314!
Purpan: 1.3968653; 43.5933396!
Les Pradettes: 1.3850636; 43.5804083!
Le Mirail: 1.3916297; 43.5763978!
Basso-Cambo: 1.3814162; 43.5746758!
Bellefontaine: 1.4048476; 43.5648311!
Bois-Vert Pradie: 1.3830429; 43.5308058!
ZA Ecopole: 1.3677221; 43.5320814!
Lou Verdai: 1.370297; 43.5280988!
Zone d'Activite Les Pousses: 1.3703079; 43.5259603!
Agora: 1.3504699; 43.5302456!
Francazal: 1.3639027; 43.5396974!
Villard Noir: 6.0141362; 45.4129993!
Zetting: 7.131092; 49.0813229!
Dieding: 7.1208233; 49.0641136!
Rehberg: 7.1414656; 49.0589395!
Wittring: 7.1466416; 49.055214!
Cosqueville: -1.4089958; 49.6943528!
Vrasville: -1.3837708; 49.6980114!
Rethoville: -1.3571104; 49.6951683!
Tocqueville: -1.3380659; 49.6699118!
Lamartine: 1.3385998; 43.5068309!
Rhodes: 6.8977106; 48.7583294!
Fribourg: 6.8581856; 48.7671443!
Malijai: 6.0308427; 44.0448386!
Fey: 6.0996507; 49.0305564!
Plagne 1800: 6.6776788; 45.5124341!
La Clusaz: 5.9458777; 45.5933934!
Montainville: 1.8607397; 48.8819027!
Thoiry: 1.7969781; 48.8658569!
Oissel-le-Noble: 0.9941814; 49.0079623!
Le Boyat: 6.0204124; 45.5615547!
Etre: 6.1695322; 45.6605282!
La Chapelle Biche: -0.629272; 48.7096895!
Portes: 0.9553883; 49.029286!
Joppecourt: 5.8034086; 49.3899872!
Boudrezy: 5.814005; 49.3707455!
Moranville: 5.5480679; 49.1731334!
Hermeville: 5.5937394; 49.1786668!
Grimaucourt-en-Woevre: 5.5575565; 49.1750021!
Chatillon-sous-les-Cotes: 5.523353; 49.1445015!
Blanzee: 5.5385407; 49.1576435!
Watronville: 5.5418023; 49.1363089!
Ronvaux: 5.5553635; 49.1295697!
Haudiomont: 5.5603424; 49.1156863!
Manheulles: 5.5971525; 49.1118417!
Harville: 5.7270188; 49.0960903!
Pintheville: 5.6669441; 49.1086771!
Maizeray: 5.6999717; 49.1015746!
Sainte-Marie: 6.6906158; 44.5941852!
Sainte-Catherine: 6.6942727; 44.6026977!
Les-Claux: 6.6816407; 44.5726136!
Le Bourbeau: 5.5729588; 49.1592713!
Stampoumont: 7.1731133; 48.3689817!
Sancy: 5.9251168; 49.3456096!
Arbonne-la-Foret: 2.5667447; 48.4123357!
Buno-Bonnevaux: 2.3889682; 48.3594944!
Cely: 2.5326635; 48.4590138!
Perthes-en-Gatinais: 2.555445; 48.4758593!
Pave-de-Juranville: 2.4821746; 48.0601892!
Juranville: 2.4970808; 48.0553336!
Pave-de-Mezieres: 2.475369; 48.0400629!
Ladon: 2.5340165; 48.0044629!
Boutigny-sur-Essonne: 2.3764429; 48.4358342!
La Poterie: -1.641799; 48.0904884!
Villers-la-Chevre: 5.6944122; 49.5054918!
Arnieres-sur-Iton: 1.1034262; 48.9960112!
Saint-Jean: 1.0658736; 49.0079611!
Bagatelle: 1.4110597; 43.5825685!
Bourene: 5.8706481; 49.4544101!
Flottemanville-Hague: -1.7221043; 49.6221542!
La Faourette: 1.4149961; 43.5797893!
Papus: 1.4133159; 43.5726482!
Aigues-Vives: 2.533898; 43.2308938!
Airoux: 1.8663957; 43.3633816!
Ajac: 2.1383816; 43.0488894!
Alaigne: 2.0912592; 43.102248!
Alairac: 2.239082; 43.183898!
Albas: 2.7340296; 43.0067906!
Albieres: 2.4778683; 42.9469988!
Alet-les-Bains: 2.255835; 42.9967236!
Alzonne: 2.17235; 43.2547!
Aragon: 2.313584; 43.2964381!
Argeliers: 2.91095; 43.3137!
Argens-Minervois: 2.76773; 43.2424!
Armissan: 3.09765; 43.186!
Arques: 2.37313; 42.9532!
Arquettes-en-Val: 2.50398; 43.1039!
Arzens: 2.2080897; 43.1987845!
Artigues: 2.21212; 42.8038!
Axat: 2.2352171; 42.8042756!
Aunat: 2.09468; 42.7943!
Badens: 2.5090618; 43.2193633!
Azille: 2.65793; 43.2779!
Bagnoles: 2.43662; 43.2722!
Bages: 2.99326; 43.1232!
Barbaira: 2.51291; 43.1859!
Baraigne: 1.82413; 43.3305!
Belcastel-et-Buc: 2.34022; 43.0376!
Belcaire: 1.9603877; 42.8163554!
Bellegarde-du-Razes: 2.0438014; 43.1095228!
Belflou: 1.78556; 43.319!
Belveze-du-Razes: 2.09983; 43.128!
Belpech: 1.7523383; 43.1980466!
Berriac: 2.41393; 43.2165!
Bessede-de-Sault: 2.1255986; 42.7890124!
Belvianes-et-Cavirac: 2.20009; 42.8525!
Belvis: 2.07303; 42.8509!
Blomac: 2.59547; 43.2046!
Bouilhonnac: 2.43876; 43.2325!
Bize-Minervois: 2.8717335; 43.3184138!
Bourigeole: 2.1337127; 42.9889087!
Boutenac: 2.79179; 43.1491!
Bouisse: 2.4528484; 42.9869104!
Bouriege: 2.1663255; 42.9848741!
Brousses-et-Villaret: 2.2547667; 43.3435361!
Brugairolles: 2.15765; 43.1229!
Brenac: 2.1537613; 42.8915142!
Brezilhac: 2.0779128; 43.1688127!
Cailhavel: 2.12647; 43.161!
Cailhau: 2.13754; 43.1466!
Cabrespine: 2.45939; 43.364!
Bugarach: 2.3507015; 42.8756995!
Camps-sur-l'Agly: 2.4339721; 42.8591469!
Camplong-d'Aude: 2.65167; 43.1307!
Campagne-sur-Aude: 2.2068831; 42.9157862!
Cambieure: 2.1332077; 43.1275656!
Carlipa: 2.12784; 43.3055!
Saint-Germain de la Mer: -2.302739; 48.6182513!
La Reynerie: 1.4048839; 43.5708452!
La Maissoniau: 0.9109072; 45.6902625!
Poilley: -1.262138; 48.4657176!
Gestel: -3.4425825; 47.8041846!
Le Vallon: -0.5366853; 47.1538536!
Martigne-Briand: -0.4300576; 47.233166!
Narbonne: -1.6300533; 48.5925489!
Saint-Marcan: -1.6321115; 48.5882274!
Tellancourt: 5.633802; 49.5070568!
Nouillonpont: 5.6423441; 49.3581001!
Spincourt: 5.667791; 49.3273742!
Jaulny: 5.8870725; 48.9693175!
Rembercourt-sur-Mad: 5.9021787; 48.986894!
Charey: 5.8772146; 49.0009272!
Dommartin-la-Chaussee: 5.8611642; 49.0121877!
Retolut: 2.4136413; 48.4766312!
Rouvroy-sur-Othain: 5.6327694; 49.3768047!
Einville-au-Jard: 6.4862815; 48.6538731!
La Castellerie: -1.6907588; 49.6108722!
Tonneville: -1.7147792; 49.6429956!
Sainte-Croix Hague: -1.7748986; 49.6380054!
Ferrieres Haut-Clocher: 0.9810962; 49.0221365!
Bauzemont: 6.5263009; 48.6720569!
Henamenil: 6.561103; 48.6708915!
Le Chesnay-Piguelais: -1.7279424; 48.2828185!
La Padole: 2.4457747; 48.4856197!
Mondeville: 2.4162465; 48.4917704!
Sainte-Foy: 1.1349043; 49.7945618!
Longueville-sur-Scie: 1.1098443; 49.7913292!
Les Charbottieres: -0.4884129; 47.3464702!
Le Vivier: 1.3376642; 43.5377002!
Maurens: 1.3337761; 43.5345206!
Montbel: 1.3089307; 43.5215827!
Raville-sur-Sanon: 6.4970995; 48.6510622!
Fleury-en-Biere: 2.5484261; 48.4516102!
Prunay-sur-Essonne: 2.3755413; 48.3571722!
Beduer: 1.9485841; 44.5811875!
Grealou: 1.8861366; 44.5362444!
Boussac: 1.9182166; 44.6000641!
Cambes: 1.942427; 44.6139003!
Assier: 1.8762866; 44.6753004!
Livernon: 1.842708; 44.6469513!
Reyrevignes: 1.916083; 44.6549905!
Cauge: 1.0342547; 49.0247671!
Claville: 1.0181293; 49.0452346!
Sacquenville: 1.0743166; 49.082819!
Gosne: -1.4626276; 48.2459917!
Vigneulles-les-Hattonchatel: 5.7037487; 48.9808783!
Hattonville: 5.7168916; 48.9916843!
Billy-sous-les-Cotes: 5.6901702; 49.0095689!
Thillot: 5.6692275; 49.0284819!
Champlon: 5.6424483; 49.0782066!
Maidieres: 6.0408743; 48.9009058!
Heudicourt-sous-les-Cotes: 5.6965669; 48.9323441!
Buxieres-sous-les-Cotes: 5.6736834; 48.9143656!
Buxerulles: 5.6661303; 48.9062424!
Woinville: 5.6620104; 48.8967636!
Varneville: 5.6564189; 48.870544!
Apremont-la-Foret: 5.6402094; 48.8563458!
Bouconville-sur-Mad: 5.7181437; 48.8415479!
Rambucourt: 5.7569392; 48.8449371!
Beaumont: 5.7904131; 48.8521667!
Limey-Remenauville: 5.8951266; 48.8851384!
Mars-la-Tour: 5.8859834; 49.099862!
Le Champ Giron: -1.6220345; 48.1703813!
Beauge: -1.4897919; 48.2221937!
La Cerberdiere: -1.4898578; 48.2183222!
Les Metairies: -1.4760964; 48.2061915!
La Paveillais: -1.4597806; 48.2066978!
Le Chene de la Martois: -1.4699079; 48.2225066!
Gironville-sur-Essonne: 2.3788223; 48.3729686!
Coulommiers-la-Tour: 1.1421571; 47.7831359!
Estoher: 2.4833876; 42.6019194!
Launay-Andre: -1.6074459; 48.2503169!
Maixe: 6.4411788; 48.644228!
Crevic: 6.4037533; 48.6390707!
Papillon: -1.5356543; 48.2380174!
La Rousseliere: -1.4537732; 48.2556073!
Tiercelet: 5.8844153; 49.461356!
Le Pre Guyon: 0.7608102; 46.6359257!
Rothenbuhl: 7.2473752; 48.6575589!
Ville-en-Vermois: 6.255773; 48.6153806!
Les Buissons: 0.9536314; 49.0111605!
Les Fourneaux: 0.9327042; 49.0206953!
Martinvast: -1.6632491; 49.5949731!
Sideville: -1.6852046; 49.5923026!
Village de l'Eglise: -1.6878653; 49.593521!
Les Vaqueux: -1.6994095; 49.590856!
Les Corvees-les-Yys: 1.1416355; 48.3630774!
Ormoy: 2.4493544; 48.5751914!
Courdimanche-sur-Essonne: 2.3768291; 48.4188533!
Boisminard: 2.4271091; 48.3307347!
Cote Pavee: 1.46073; 43.5957896!
Moscou: 1.4754887; 43.5993873!
Duroux: 1.4771165; 43.5937737!
La Volpiliere: 3.2998485; 44.246627!
Pencran: -4.2351194; 48.4372428!
Rumont: 2.4992153; 48.2666812!
La Mettrie: -1.5452205; 48.2339056!
Bouessay: -1.5483498; 48.2311528!
Saint-Martin-la-Campagne: 1.0725279; 49.0655861!
Les Mesnuls: 1.8368168; 48.7571639!
Ax-les-Thermes: 1.8370073; 42.7191459!
Plagne Soleil: 6.6871086; 45.5080374!
Les Coches: 6.7323867; 45.5540311!
Montchavin: 6.7362073; 45.5597636!
Ouzouer-le-Marche: 1.5220847; 47.9140843!
Baille: -1.3786264; 48.3606303!
Cardaillac: 1.996553; 44.6781027!
Lacapelle-Marival: 1.9268766; 44.7288135!
Croissant de Plougoulm: -4.0441742; 48.671946!
Keradennec: -4.0458006; 48.6767331!
Fixme: -4.0341705; 48.6851899!
Pont Bihan: -4.0355684; 48.6879004!
Brenesquen: -4.0347296; 48.6910309!
La Chaussee: 1.1182511; 49.8257601!
Planioles: 2.0235979; 44.6338469!
Chevannes: 2.4426227; 48.5324314!
Nainville-les-Roches: 2.4946412; 48.5058036!
Le Mesnil-Racoin: 2.2579318; 48.4563043!
Boissy-le-Cutte: 2.28429; 48.4706356!
Villeneuve-sur-Auvers: 2.249108; 48.4742717!
Les Ponts-Jumeaux: 1.4184012; 43.6109095!
Le Fer a Cheval: 1.4345028; 43.5927348!
Le Praz: 6.5772231; 45.7476129!
Croix Daurade: 1.4679698; 43.6359656!
Montblanc: 1.4747939; 43.6358089!
Terenez: -3.846684; 48.6782404!
Plouezoc'h: -3.8235558; 48.6389284!
Le Diben: -3.8308426; 48.7071166!
Vigny: 6.248305; 48.9680366!
Buchy: 6.2781831; 48.9791185!
Les Lamettes: 5.9441523; 45.5307546!
Courty: 2.3814702; 48.4056256!
Helling: 6.3530495; 49.3351592!
Beauvais: 2.4687697; 48.4972012!
Candol: -1.1170272; 49.0926463!
Saint-Etienne-de-Baigorry: -1.3472581; 43.1752552!
Villetard: 2.4213917; 48.3043772!
Buthiers: 2.4268677; 48.2847908!
Herbeauvilliers: 2.4755852; 48.2828774!
Fromont: 2.5056228; 48.2564298!
Ury: 2.6064199; 48.3434238!
Grez-sur-Loing: 2.6885676; 48.3174256!
Nanteau-sur-Essonne: 2.4190431; 48.314727!
Brise-Barre: 2.7504075; 48.1173746!
Fontenay-sur-Loing: 2.7730641; 48.1071178!
Nargis: 2.756759; 48.1100395!
Obersteigen: 7.3085826; 48.6418712!
Chinaillon: 6.4543707; 45.9736142!
Marsannay-le-Bois: 5.0966127; 47.4389923!
Norges-la-Ville: 5.0792717; 47.4065269!
Neuilly-les-Dijon: 5.106789; 47.2797526!
Sennecey-les-Dijon: 5.1020211; 47.2911862!
Crimolois: 5.1199543; 47.2737105!
Chauvigny-du-Perche: 1.0802262; 47.9586154!
Flavigny-sur-Moselle: 6.188988; 48.5687!
Azelot: 6.2331829; 48.5878273!
Lupcourt: 6.2368891; 48.6114078!
La Puye: 0.7523612; 46.6425786!
Louteville: 2.464738; 48.5083937!
Auvernaux: 2.4948557; 48.5296535!
Laspialade: 2.6966084; 45.4257639!
Landry: -1.6399839; 48.0971552!
Vayres-sur-Essonne: 2.354275; 48.4383759!
Le Bedos: 3.3163694; 44.2564597!
Jarcy: 2.3824098; 48.4289424!
Les Minimes: 1.4385573; 43.6180931!
La Salade: 1.4351552; 43.6294257!
Saint-Hilaire-la-Gravelle: 1.2007264; 47.9205922!
Sainte-Foy Station: 6.8937049; 45.5757265!
Noveant-sur-Moselle: 6.0471952; 49.0222607!
Saint-Germain-sur-Ecole: 2.5085457; 48.4750809!
Les Izards: 1.4433746; 43.6397092!
La Vache: 1.4361454; 43.6349613!
Lalande: 1.4338605; 43.6468118!
Recloses: 2.6413586; 48.3478736!
Tignes Les Brevieres: 6.9206105; 45.5076552!
Tignes Les Boisses: 6.9241442; 45.4989879!
La Daille: 6.9649279; 45.4601845!
Val-Claret: 6.8999737; 45.4563141!
Saint-Germain-en-Laye: 2.0942792; 48.8990413!
Chartreux: 6.9011471; 45.4621074!
Le Chevril: 6.9338291; 45.4974789!
Saint-Jean-de-Sixt: 6.4133678; 45.9238994!
Entremont: 6.3880552; 45.9587324!
Roscanvel: -4.54859; 48.3152281!
Putanges-Pont-Ecrepin: -0.2459426; 48.7633925!
Ecouche: -0.124552; 48.7171447!
Areches: 6.5685362; 45.6865239!
Le Planay (Areche): 6.5404826; 45.6719463!
Bonhoure: 1.4698946; 43.6035889!
Chateau de l'Hers: 1.4836683; 43.5997726!
Guilhemery: 1.4621956; 43.6025572!
Plateau d'Avron: 2.5109894; 48.8728781!
Les Brosses: 0.8737782; 47.9278604!
Le Temple: 0.9334316; 47.9320838!
Sarge-sur-Braye: 0.8533258; 47.9235662!
Abaucourt: 6.2572528; 48.8967246!
Beuveille: 5.6911177; 49.432437!
Beuvezin: 5.9599456; 48.3799034!
Beuvillers: 5.9161823; 49.3844111!
Bey-sur-Seille: 6.3416992; 48.804558!
Bezange-la-Grande: 6.4747641; 48.7466318!
Bezaumont: 6.1114098; 48.8535794!
Bicqueley: 5.9127905; 48.6272356!
Blenod-les-Toul: 5.8343375; 48.6000616!
Blemerey: 6.735175; 48.5837729!
Bionville: 7.0113451; 48.4848015!
Borville: 6.3937343; 48.4491673!
Niderviller: 7.1054988; 48.7148484!
Arzviller: 7.1657541; 48.7163712!
Hommarting: 7.1460533; 48.7382225!
Hesse: 7.0478128; 48.6939302!
Xouaxange: 6.9980166; 48.6969436!
Heming: 6.9659349; 48.6932227!
Neuville: 1.042591; 49.0475487!
Pithienville: 1.0366855; 49.067735!
Aviron: 1.121486; 49.0507283!
La Maxanne: 3.2512413; 44.2748205!
Montignac: 3.3496994; 44.2986423!
Rouveret: 3.3296423; 44.2910017!
Rieisse: 3.2997022; 44.2877925!
Les Bastides: 3.3003794; 44.225106!
Le Bruel: 3.2423972; 44.2671746!
La Bourgarie: 3.2415268; 44.2408799!
Aumieres: 3.3544732; 44.2654359!
Carnac: 3.3648998; 44.2838684!
Moree: 1.2378026; 47.9015941!
Freteval: 1.2093057; 47.8897412!
Les Sept Deniers: 1.4102687; 43.6131474!
Les Epinettes: -1.0661748; 46.710829!
La Gueriniere: -1.1110085; 46.7717223!
La Brossiere: -1.1557222; 46.8284935!
Saint-Jeoire-Prieure: 5.9936418; 45.5346007!
Candanchu: -0.52888; 42.7873339!
Cormeilles: 0.3775102; 49.2473062!
Thiberville: 0.4552511; 49.1390278!
Boissy-aux-Cailles: 2.5046752; 48.3209954!
Marlanval: 2.5100826; 48.3088372!
Soupetard: 1.4781957; 43.6105062!
Macherin: 2.5869297; 48.4314379!
Saint-Martin-en-Biere: 2.568725; 48.4365165!
Font d'Urle: 5.3217674; 44.8989095!
Forges: 2.5607153; 48.4401194!
Le Grand-Bornand: 6.4270577; 45.9414101!
Guercheville: 2.5589168; 48.2592466!
Saint Chely-du-Tarn: 3.3842742; 44.3360104!
Le Truel: 3.258226; 44.1993491!
Amponville: 2.534363; 48.2802659!
Boigneville: 2.3741995; 48.3350668!
Sermaises: 2.2039781; 48.2969333!
La Montagne: 2.214987; 48.4102749!
Fletrange: 6.5597212; 49.0628453!
Basse-Vigneulles: 6.5454365; 49.0877582!
Haute-Vigneulles: 6.5580507; 49.1019285!
Mainvillers: 6.544399; 49.0207784!
Thicourt: 6.5542896; 48.9887601!
Mezieres: 2.4383421; 48.3552612!
Saint-Jean-d'Aulps: 6.6548702; 46.2346174!
Saint-Pierre-de-Maille: 0.842989; 46.6784567!
La Chaise: -1.6001099; 48.2486923!
Bacquepuis: 1.041344; 49.0923199!
Gauville-la-Campagne: 1.0871545; 49.0548926!
La Juncasse: 1.474508; 43.6148339!
La Lisiere: -1.3406977; 48.149299!
Les Deux-Alpes: 6.1237609; 45.0099949!
Oz en Oisans 1350: 6.0722185; 45.1293883!
L'Enversin d'Oz: 6.0722583; 45.1503416!
Sophia Antipolis: 7.0477082; 43.619776!
Chatenod: 5.9420531; 45.6968547!
Faubourg Bonnefoy: 1.456761; 43.6211283!
Periole: 1.4655284; 43.6199822!
La Roseraie: 1.4717914; 43.6224814!
Michoun: 1.4694941; 43.6284682!
Montagny: 5.9281193; 45.6140487!
Les Saisies: 6.5360931; 45.7585579!
Damville: 1.0702862; 48.8691499!
Le Nuisement: 1.0235716; 48.9074408!
Pezou: 1.140526; 47.8643469!
Fontaine: 1.1768912; 47.8914829!
Busloup: 1.1310847; 47.8938209!
Danze: 1.0279162; 47.8935907!
La Ville-aux-Clercs: 1.0869814; 47.9190399!
Saint-Jean-Froidmentel: 1.2383212; 47.9583249!
Catala: 1.5174878; 43.5718271!
La Glaciere: 1.4247331; 43.6461713!
Fondeyre: 1.4233271; 43.6377652!
Mespuits: 2.2745273; 48.3569494!
Le Grand Beron: -0.5078281; 48.8776006!
Le Bardon: 1.6562136; 47.8436298!
Bizy: 1.549683; 47.8872521!
Le Pont Brocard: -1.2438634; 49.0149223!
Aboncourt: 5.9676982; 48.3588441!
Affracourt: 6.1709592; 48.461605!
Agincourt: 6.2379799; 48.733904!
Aingeray: 6.0025048; 48.7396792!
Allain: 5.9121944; 48.5465718!
Allamps: 5.8103817; 48.5478882!
Allondrelle-la-Malmaison: 5.5638451; 49.5107263!
Amance: 6.2806351; 48.7550359!
Ancerviller: 6.8359706; 48.532685!
Amenoncourt: 6.7897623; 48.6286396!
Mesdoun: -4.5192212; 48.3782198!
Cormainville: 1.6083388; 48.1367846!
Habkirchen: 7.1342796; 49.1357459!
Bliesmengen-Bolchen: 7.1142057; 49.1516681!
Saint-Denis-le-Vetu: -1.4034482; 48.9870995!
Andilly: 5.881351; 48.7662318!
Ansauville: 5.8282949; 48.8229581!
Angomont: 6.9476124; 48.5169877!
Anthelupt: 6.4142294; 48.6084644!
Armaucourt: 6.3039179; 48.8172163!
Arnaville: 6.0311145; 49.0119351!
Arracourt: 6.5338456; 48.7244338!
Art-sur-Meurthe: 6.2661805; 48.6566824!
Athienville: 6.4913941; 48.716684!
Arraye-et-Han: 6.2919375; 48.8411744!
Atton: 6.0915007; 48.8914474!
Autreville-sur-Moselle: 6.1161852; 48.8236221!
Autrepierre: 6.799984; 48.6117116!
Autrey: 6.1312323; 48.5326244!
Avrainville: 5.9384012; 48.7733732!
Avricourt: 6.8063171; 48.6451425!
Azerailles: 6.6952686; 48.4886708!
Badonviller: 6.8932023; 48.5000016!
Bainville-aux-Miroirs: 6.2775782; 48.4388095!
Bainville-sur-Madon: 6.0951543; 48.5877033!
Bagneux: 5.8834773; 48.5588248!
Barbonville: 6.3447278; 48.5549985!
Barbas: 6.8477716; 48.573818!
Barisey-au-Plain: 5.8448249; 48.5254825!
Barisey-la-Cote: 5.8430853; 48.5437809!
Bathelemont: 6.525141; 48.6921034!
Baslieux: 5.7598227; 49.4337961!
Marsal: 6.6097209; 48.7899724!
Lindre-Haute: 6.7521058; 48.8164375!
Lindre-Basse: 6.7477028; 48.8027312!
Tarquimpol: 6.7578282; 48.7848384!
Les Menuires: 6.5382242; 45.3246687!
Battigny: 5.9780817; 48.4483624!
Bayon: 6.3158462; 48.4754962!
Bayonville-sur-Mad: 5.9908456; 49.0155099!
Reignac-sur-Indre: 0.9163831; 47.2323917!
Tavera: 9.0166241; 42.0679672!
Les Vanneries: -0.5984349; 48.7034785!
Noire Forge: -0.5956855; 48.7078465!
Pont Ramond: -0.5863865; 48.6974699!
Port Tudy: -3.4474733; 47.643139!
Port Lay: -3.4600062; 47.6448831!
Locmaria: -3.4336717; 47.6292815!
Port Melite: -3.4326586; 47.6414475!
Hede: -1.8020821; 48.2944465!
Groix: -3.4540614; 47.6386894!
Kerlard: -3.4871196; 47.6401029!
Quehello: -3.4719009; 47.6329626!
Ouroux-en-Morvan: 3.9456587; 47.1859364!
Cuttoli-Corticchiato: 8.9105873; 41.9902683!
Vico: 8.7957937; 42.1661203!
Boucq: 5.7623925; 48.7474837!
Bouillonville: 5.8432277; 48.9451362!
Saint-Jean-Pied-de-Port: -1.23803; 43.1630193!
Luzaide/Valcarlos: -1.3013648; 43.0935777!
Champenoux: 6.3481039; 48.7420208!
Champey-sur-Moselle: 6.0587145; 48.9577667!
Chanteheux: 6.5272074; 48.5989773!
Chaouilley: 6.0694541; 48.439357!
Charency-Vezin: 5.5116658; 49.4836684!
Charmes-la-Cote: 5.8284202; 48.6263544!
Charmois: 6.3844506; 48.540092!
Chaudeney-sur-Moselle: 5.9059231; 48.6522673!
Chavigny: 6.1248471; 48.629406!
Chazelles-sur-Albe: 6.7797759; 48.5905739!
Chenevieres: 6.6316279; 48.5193589!
La Perriere: 2.2047596; 47.0746096!
Les Grandes Chaumes: 2.2275305; 47.0709268!
Bellefond: 5.0682091; 47.3802739!
Hattonchatel: 5.7018524; 48.9918903!
Bazailles: 5.7640437; 49.40777!
Epaignes: 0.4400769; 49.2797379!
Lieurey: 0.4983596; 49.2310033!
Crislaine: 0.9727589; 47.8611194!
Marcilly-en-Gault: 1.8734888; 47.4654072!
Villeziers: 2.168638; 48.6710233!
Bouvron: 5.8809665; 48.7422218!
Bouxieres-aux-Chenes: 6.2611244; 48.7710199!
Bouxieres-sous-Froidmont: 6.0926076; 48.9558935!
Belleau: 6.1819665; 48.8304664!
Kervedan: -3.4998488; 47.6444089!
Kerlivio: -3.4771958; 47.6464934!
Quelhuit: -3.4836618; 47.6487894!
Kerdurant: -3.4739682; 47.6398079!
Kerlo: -3.4797301; 47.6398924!
Kerloret: -3.4822019; 47.6371966!
Kerigant: -3.4657315; 47.6303168!
Crehal: -3.4618695; 47.6327528!
Belleville: 6.1019552; 48.8165202!
Kersauce: -3.449285; 47.6261034!
Kerohet: -3.4236388; 47.6343228!
Benney: 6.2202997; 48.5136675!
Bertrambois: 6.9869376; 48.6057715!
Bertrichamps: 6.7949487; 48.4299111!
Ceintrey: 6.163121; 48.5239217!
Cerville: 6.3135137; 48.6972061!
